Education,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Customer_For,Age,Spent,Living_With,Children,Family_Size,Is_Parent,Total_Promos
0,39747.0,43,80,15,93,20,13,52,3,5,1,4,8,77,37,273,0,1,2,1,0
0,23976.0,68,14,1,21,2,3,25,3,3,1,3,7,184,41,66,1,1,3,1,0
1,80950.0,44,525,147,112,219,147,63,1,6,7,9,2,458,64,1213,1,0,2,0,1
0,27038.0,64,1,26,25,17,23,15,1,3,0,3,9,649,59,107,0,0,1,0,0
0,77457.0,85,675,11,400,15,45,11,1,2,5,10,1,116,78,1157,0,0,1,0,1
1,64100.0,93,509,0,27,0,0,10,1,8,3,6,7,292,61,546,1,1,3,1,1
1,42670.0,12,154,2,46,20,4,15,1,4,2,4,4,428,33,241,1,0,2,0,0
0,12571.0,86,3,5,14,2,12,17,4,3,1,3,6,162,49,53,0,1,2,1,0
0,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,244,58,37,1,3,5,1,0
1,70893.0,42,768,44,561,77,44,14,1,6,6,10,3,508,49,1508,0,0,1,0,0
0,54198.0,13,185,0,28,3,2,17,6,3,1,6,4,194,59,235,1,2,4,1,0
1,28839.0,86,24,0,7,0,0,1,2,2,0,3,5,110,69,32,1,2,4,1,0
0,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,335,53,102,1,2,4,1,0
0,66503.0,30,91,64,128,65,3,50,2,4,3,6,3,684,40,401,0,1,2,1,0
0,30833.0,33,11,0,7,3,1,6,2,1,0,3,5,348,74,28,1,2,4,1,0
0,64795.0,23,412,5,119,38,29,77,3,3,3,12,2,528,54,680,1,1,3,1,0
0,34421.0,81,3,3,7,6,2,9,1,1,0,2,7,363,51,30,1,1,3,1,0
1,47025.0,6,16,0,3,0,0,1,1,1,0,2,7,140,60,20,0,2,3,1,0
1,64325.0,41,731,60,353,78,12,73,5,10,3,5,7,507,64,1307,0,1,2,1,0
0,40464.0,78,424,17,118,7,23,41,6,8,2,8,8,534,72,630,0,1,2,1,0
0,62187.0,49,792,0,275,45,45,126,1,4,8,5,3,359,68,1283,1,0,2,0,0
1,14849.0,39,21,2,28,3,2,9,3,2,0,4,8,362,49,65,0,1,2,1,0
0,27255.0,3,22,1,11,0,1,2,1,1,0,3,7,234,41,37,1,1,3,1,0
1,54432.0,37,33,0,5,0,0,0,1,1,0,3,4,416,75,38,1,3,5,1,0
1,29999.0,22,68,7,59,10,5,11,4,3,1,4,8,501,39,160,0,1,2,1,0
0,24072.0,79,9,1,6,3,0,4,1,1,0,2,8,439,42,23,0,1,2,1,0
1,33996.0,46,40,2,15,8,0,6,1,1,1,3,4,291,36,71,0,0,1,0,0
1,66334.0,82,909,11,218,0,0,23,2,9,3,5,5,452,69,1161,1,1,3,1,0
1,35178.0,10,23,1,13,2,2,18,1,1,1,2,7,535,54,59,1,1,3,1,1
0,22010.0,51,11,2,9,3,0,8,2,2,0,3,8,364,42,33,1,1,3,1,0
0,62204.0,38,317,46,247,151,46,139,1,4,5,12,3,655,65,946,0,2,3,1,0
0,75693.0,10,797,153,293,72,97,30,1,11,4,6,4,570,57,1442,0,0,1,0,3
0,30675.0,14,10,2,16,11,2,21,1,1,0,3,8,594,53,62,1,1,3,1,0
0,83003.0,18,856,61,570,40,25,122,1,7,6,8,3,483,60,1674,1,0,2,0,1
0,68655.0,95,456,19,832,75,118,38,1,4,5,11,3,688,37,1538,0,0,1,0,0
0,41411.0,11,37,32,38,11,3,18,1,2,1,4,6,204,39,139,0,0,1,0,0
1,55212.0,65,1103,0,45,0,0,34,3,4,2,11,8,583,56,1182,1,1,3,1,2
1,59292.0,71,378,14,68,19,14,14,2,3,5,8,3,381,75,507,1,1,3,1,0
2,27190.0,13,1,6,7,0,1,3,1,1,0,2,8,318,52,18,1,1,3,1,1
0,82623.0,58,204,34,204,172,153,173,1,2,9,4,1,231,73,940,0,0,1,0,0
0,44300.0,65,30,0,9,0,0,3,2,1,0,3,6,371,60,42,1,2,4,1,0
0,84835.0,0,189,104,379,111,189,218,1,4,4,6,1,13,55,1190,0,0,1,0,0
0,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,551,54,44,0,2,3,1,0
1,33181.0,90,9,0,3,0,0,4,1,1,0,2,6,177,49,16,1,1,3,1,1
0,71113.0,95,495,33,255,11,33,8,4,6,7,9,4,194,68,835,1,1,3,1,0
0,71952.0,93,656,80,455,52,107,93,2,8,4,8,4,535,39,1443,1,1,3,1,2
1,69759.0,38,452,20,514,13,30,0,3,4,6,5,3,244,59,1029,0,0,1,0,0
0,72099.0,18,546,91,410,119,0,22,1,3,4,10,1,610,51,1188,1,0,2,0,0
1,60000.0,57,1048,0,217,0,0,12,5,11,3,5,6,554,49,1277,0,1,2,1,0
0,38643.0,45,22,2,14,0,1,10,2,2,0,3,7,212,47,49,0,2,3,1,0
0,50737.0,61,78,0,11,0,0,10,1,2,0,4,6,414,70,99,1,1,3,1,1
1,68462.0,6,561,64,785,84,128,48,1,3,3,8,1,564,56,1670,1,0,2,0,0
1,65073.0,65,629,17,177,69,0,8,1,5,3,5,2,313,82,900,1,0,2,0,0
1,46681.0,52,269,15,69,15,19,38,2,4,6,4,5,264,77,425,1,2,4,1,0
0,78618.0,87,736,163,818,212,163,61,1,4,7,10,2,639,68,2153,1,0,2,0,1
1,62187.0,38,512,0,83,0,0,41,3,6,2,10,4,99,56,636,0,1,2,1,0
0,28442.0,53,19,3,10,11,8,6,3,2,1,4,4,125,47,57,1,2,4,1,0
1,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,583,47,25,1,1,3,1,0
0,51479.0,67,247,8,160,6,8,65,7,6,3,6,7,548,58,494,1,2,4,1,0
0,54803.0,65,404,0,92,28,27,142,2,6,2,9,4,677,56,693,0,1,2,1,0
0,79530.0,64,333,0,815,129,42,29,1,4,10,11,2,408,65,1348,1,0,2,0,0
0,31615.0,82,2,3,20,6,11,9,2,2,0,3,7,470,49,51,0,1,2,1,0
0,72025.0,27,833,33,549,151,133,233,1,4,3,8,3,589,63,1932,1,0,2,0,0
1,52614.0,63,789,0,142,12,9,38,2,2,4,8,8,575,50,990,0,1,2,1,0
2,35684.0,66,10,4,7,0,6,3,1,1,0,3,6,68,41,30,1,1,3,1,0
0,48178.0,69,159,4,45,6,2,38,6,5,1,4,8,609,50,254,1,2,4,1,0
1,29548.0,52,7,1,6,3,1,11,1,1,1,2,4,304,55,29,0,1,2,1,1
0,63810.0,45,977,12,253,16,12,101,4,4,3,12,8,595,59,1371,0,1,2,1,1
1,38578.0,2,38,4,22,3,3,3,3,3,0,3,8,372,53,73,0,2,3,1,0
1,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,680,50,120,0,2,3,1,0
0,22585.0,23,3,9,15,13,2,39,1,1,1,2,9,468,55,81,0,0,1,0,1
0,30279.0,13,10,4,14,4,4,1,1,1,0,3,8,546,36,37,0,1,2,1,0
1,66426.0,14,1043,24,97,32,24,157,2,3,5,10,6,270,64,1377,1,1,3,1,0
0,30822.0,92,3,9,13,2,12,12,1,1,0,3,7,380,56,51,0,1,2,1,0
1,33581.0,38,11,0,5,0,0,1,1,1,0,2,8,537,56,17,1,2,4,1,0
0,19986.0,74,3,6,5,0,2,6,1,0,0,3,7,227,40,22,1,1,3,1,0
0,27421.0,14,43,12,96,78,40,55,3,4,1,6,7,564,71,324,0,0,1,0,0
2,35688.0,94,73,3,90,12,1,32,7,4,1,4,8,676,52,211,1,3,5,1,0
1,36143.0,33,12,0,1,0,0,6,1,0,1,2,3,91,44,19,0,1,2,1,0
0,10245.0,32,4,7,7,6,4,13,3,1,2,2,5,410,54,41,0,1,2,1,0
1,43795.0,11,314,11,53,4,3,107,3,7,3,4,7,256,57,492,1,1,3,1,1
0,63381.0,78,571,50,142,33,50,159,4,4,5,13,2,632,65,1005,1,1,3,1,0
0,38823.0,56,70,0,11,2,8,23,1,2,1,3,6,668,76,114,1,1,3,1,0
1,83664.0,57,866,21,151,28,21,86,3,2,2,12,5,417,57,1173,0,2,3,1,0
0,90300.0,7,594,134,786,33,134,57,0,5,6,8,1,177,46,1738,1,0,2,0,1
1,62499.0,0,140,4,61,0,13,4,2,3,1,6,4,202,46,222,1,1,3,1,0
0,74293.0,66,375,152,335,93,91,81,1,5,4,6,2,56,32,1127,0,0,1,0,0
1,51012.0,86,102,9,63,2,9,24,1,4,1,4,6,437,79,209,1,0,2,0,0
1,70777.0,80,554,35,113,0,7,78,3,5,3,12,3,124,57,787,1,1,3,1,0
1,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,266,34,1598,1,0,2,0,0
0,43824.0,18,96,1,42,12,3,32,4,3,1,4,8,652,54,186,1,2,4,1,0
0,15345.0,51,5,2,16,3,2,19,2,1,1,2,8,667,41,47,1,1,3,1,0
0,23442.0,71,2,0,6,8,6,5,1,1,0,3,7,552,38,27,0,1,2,1,0
2,14515.0,71,6,4,9,6,36,35,4,2,2,3,7,597,45,96,1,1,3,1,0
2,31395.0,80,23,1,25,0,8,7,4,2,1,3,6,463,69,64,0,2,3,1,0
0,75276.0,2,610,105,125,137,42,21,1,9,4,9,5,640,60,1040,1,0,2,0,0
0,42373.0,83,67,5,61,3,8,19,5,2,1,5,5,318,51,163,0,2,3,1,0
0,30507.0,29,65,36,74,38,20,110,1,5,1,4,7,475,65,343,1,0,2,0,0
1,55521.0,11,416,0,26,0,0,4,9,6,3,6,7,250,70,446,0,3,4,1,1
0,48006.0,55,23,0,11,3,2,2,1,1,0,3,6,20,60,41,1,2,4,1,0
1,27213.0,19,19,3,26,10,9,3,3,2,0,4,8,668,53,70,0,1,2,1,0
1,65808.0,1,155,7,80,13,7,10,3,5,1,5,6,30,54,272,0,2,3,1,0
1,30351.0,19,14,0,24,3,3,2,1,3,0,2,9,388,51,46,1,1,3,1,0
0,50437.0,28,370,9,92,6,9,4,3,7,1,8,7,620,62,490,1,2,4,1,0
2,23616.0,76,4,22,11,3,7,32,2,3,0,3,8,589,43,79,0,1,2,1,0
0,53858.0,50,407,53,221,58,150,26,4,4,3,6,4,597,49,915,1,1,3,1,0
1,66465.0,1,1200,0,204,38,29,14,3,11,9,12,6,456,70,1485,1,1,3,1,1
0,46923.0,90,85,44,54,102,78,6,3,5,1,7,7,676,38,369,0,1,2,1,0
0,75072.0,83,583,34,309,0,22,125,2,5,4,8,3,522,63,1073,1,1,3,1,0
1,75865.0,73,483,0,591,156,0,12,1,3,5,10,1,90,82,1242,1,0,2,0,0
2,19789.0,24,2,5,9,28,6,28,3,2,1,3,5,221,50,78,1,1,3,1,1
0,80134.0,11,966,26,282,52,26,26,1,2,7,11,5,135,31,1378,1,0,2,0,4
0,91065.0,33,822,114,108,179,137,114,1,7,9,9,3,492,44,1474,0,0,1,0,2
1,49505.0,4,604,0,100,19,0,28,9,10,2,8,8,481,54,751,1,2,4,1,0
1,37401.0,14,19,3,19,3,1,3,2,2,0,3,7,54,52,48,1,1,3,1,0
0,30096.0,30,5,3,11,12,5,9,1,2,0,3,6,38,42,45,1,1,3,1,0
1,18492.0,75,2,2,2,2,1,1,1,1,0,2,8,24,43,10,1,1,3,1,0
1,82584.0,26,1076,68,103,29,91,68,1,3,4,8,1,390,51,1435,1,0,2,0,2
1,93027.0,77,1285,42,716,55,0,21,0,7,10,5,2,442,84,2119,1,0,2,0,1
0,48686.0,8,10,0,7,2,0,1,1,1,0,2,8,207,72,20,1,3,5,1,0
0,92910.0,42,551,137,792,179,103,33,1,6,7,13,1,66,39,1795,1,0,2,0,3
0,75433.0,28,800,0,297,0,34,57,2,2,5,10,6,85,36,1188,1,1,3,1,2
2,10404.0,52,2,2,11,10,6,12,2,1,0,4,5,56,36,43,1,1,3,1,0
0,61314.0,1,378,0,189,97,172,172,2,5,5,12,3,430,57,1008,1,1,3,1,0
1,84865.0,1,1248,16,349,43,16,16,1,2,4,9,4,416,64,1688,0,0,1,0,4
0,42387.0,42,235,0,235,19,4,191,5,8,1,7,8,608,36,684,1,1,3,1,0
2,67309.0,76,515,47,181,149,95,95,15,9,6,9,7,522,58,1082,1,2,4,1,0
0,75236.0,27,438,66,400,12,38,114,1,8,3,13,4,216,61,1068,1,1,3,1,0
0,30015.0,28,25,0,22,2,3,5,2,1,0,4,5,147,55,57,0,1,2,1,0
1,50943.0,49,31,0,7,2,0,6,1,1,0,3,5,373,69,46,1,1,3,1,0
0,67272.0,12,357,35,271,28,28,14,3,6,2,12,5,190,59,733,0,1,2,1,0
1,51529.0,14,400,4,35,6,0,22,2,9,1,5,8,295,76,467,0,1,2,1,0
1,32011.0,89,99,0,15,2,1,5,3,2,1,4,7,311,54,122,1,1,3,1,0
2,7500.0,96,1,11,5,4,6,9,2,2,0,3,8,507,39,36,1,1,3,1,0
0,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,360,36,34,1,1,3,1,0
1,56223.0,72,77,28,31,16,0,4,2,2,1,5,4,191,77,156,1,1,3,1,0
0,18100.0,14,3,1,2,4,3,1,1,0,0,3,5,327,79,14,1,0,2,0,0
0,30279.0,13,10,4,14,4,4,1,1,1,0,3,8,546,36,37,0,1,2,1,0
2,20130.0,99,0,6,3,7,6,12,1,1,0,3,8,104,51,34,1,0,2,0,0
0,23295.0,72,0,0,1,2,12,5,1,1,0,2,8,351,66,20,0,0,1,0,0
1,42618.0,92,76,14,74,13,5,10,2,5,0,4,8,263,53,192,0,1,2,1,0
0,81246.0,87,398,190,537,61,156,37,1,4,5,7,1,182,61,1379,0,0,1,0,2
0,24027.0,7,14,7,11,11,0,5,2,2,0,3,8,385,49,48,1,1,3,1,0
1,55707.0,91,208,7,82,30,66,35,2,3,2,9,3,189,72,428,1,1,3,1,0
0,57959.0,71,430,16,322,43,24,33,5,4,7,11,3,423,70,868,0,1,2,1,0
0,56796.0,24,656,38,161,62,47,37,3,8,9,7,7,498,56,1001,1,1,3,1,0
1,36230.0,17,14,2,30,8,2,3,1,2,0,4,5,255,54,59,0,1,2,1,0
2,70829.0,87,141,70,106,72,19,23,2,4,2,8,3,210,45,431,1,2,4,1,0
0,65991.0,21,507,19,364,25,47,9,3,9,5,10,7,660,49,971,1,1,3,1,0
0,38988.0,90,164,24,103,12,3,42,7,5,1,6,8,678,53,348,1,3,5,1,0
2,89572.0,44,606,24,974,197,194,64,1,7,7,9,4,652,59,2059,0,0,1,0,2
1,42207.0,71,116,11,72,3,17,46,4,4,1,5,6,454,41,265,1,1,3,1,1
0,50300.0,52,143,15,60,24,23,5,2,2,1,8,2,35,73,270,1,1,3,1,0
2,66664.0,78,398,96,447,220,96,32,1,5,7,6,3,642,43,1289,1,0,2,0,0
0,60597.0,2,522,0,257,32,16,66,4,2,2,8,7,179,61,893,1,1,3,1,1
0,70165.0,60,161,0,253,199,191,122,1,3,7,11,1,280,76,926,0,0,1,0,0
1,50520.0,25,112,0,6,2,1,14,2,3,1,3,6,152,67,135,0,1,2,1,0
0,80124.0,47,483,84,398,205,84,241,1,3,7,8,1,3,62,1495,1,0,2,0,1
0,33183.0,46,7,5,39,17,15,37,2,4,0,3,7,125,50,120,1,1,3,1,0
1,66582.0,83,789,25,420,16,38,0,1,2,8,9,1,118,56,1288,0,0,1,0,0
1,75261.0,17,1239,17,413,23,34,17,1,5,6,5,2,432,70,1743,1,0,2,0,2
0,31880.0,13,4,1,5,2,0,3,1,1,0,2,8,606,55,15,0,1,2,1,0
0,53790.0,86,335,42,127,28,5,5,3,7,2,8,6,115,74,542,1,2,4,1,0
1,49269.0,92,639,8,166,11,8,58,3,7,3,12,7,683,54,890,1,1,3,1,0
0,61456.0,47,563,76,384,84,192,89,4,6,10,13,4,459,50,1388,1,1,3,1,0
0,37406.0,18,2,0,8,2,2,3,1,1,0,2,8,262,45,17,1,1,3,1,0
1,56937.0,81,746,8,125,11,8,8,7,8,6,9,6,694,44,906,1,1,3,1,1
0,38415.0,91,22,1,13,4,0,4,2,1,0,3,7,543,47,44,1,2,4,1,0
0,20518.0,58,4,1,6,4,1,9,1,1,1,2,5,42,37,25,0,1,2,1,0
0,62503.0,40,478,0,193,110,75,117,4,8,3,11,5,496,69,973,1,1,3,1,0
1,41644.0,67,20,3,4,2,0,2,2,1,0,3,3,51,53,31,0,2,3,1,0
1,55842.0,19,451,0,39,0,4,24,1,7,1,8,5,37,48,518,1,1,3,1,0
1,62010.0,93,371,22,39,6,0,92,4,6,2,7,5,614,53,530,1,1,3,1,0
0,41124.0,41,281,7,84,15,0,119,7,7,3,4,8,606,48,506,1,1,3,1,0
1,38961.0,60,19,7,19,0,1,24,1,2,1,2,7,181,52,70,1,1,3,1,0
1,37760.0,54,26,3,13,2,10,0,1,2,0,3,6,322,53,54,0,1,2,1,0
0,32233.0,26,138,15,35,25,11,72,2,6,2,2,9,679,51,296,0,1,2,1,1
0,43057.0,30,213,2,44,0,2,5,4,4,2,5,5,242,50,266,1,1,3,1,0
1,83151.0,93,407,28,100,120,74,18,1,5,9,4,3,627,65,747,1,0,2,0,0
1,78825.0,35,483,74,114,169,37,18,1,5,10,13,3,653,61,895,0,0,1,0,0
1,65104.0,4,738,0,232,13,20,50,2,3,5,7,7,227,49,1053,1,1,3,1,0
0,60093.0,92,502,12,109,16,6,90,2,7,2,10,6,368,51,735,1,1,3,1,0
0,14045.0,24,11,0,5,2,1,1,1,1,0,3,7,154,56,20,1,1,3,1,0
2,28457.0,96,24,1,108,29,29,14,1,4,1,4,8,609,73,205,0,0,1,0,0
1,78952.0,11,1170,19,594,99,76,134,2,2,5,12,6,643,67,2092,1,1,3,1,0
0,46310.0,99,185,2,88,15,5,14,2,6,1,5,8,573,49,309,0,1,2,1,0
0,76005.0,72,983,20,389,240,50,40,1,3,5,13,6,492,70,1722,1,0,2,0,1
1,58308.0,77,691,0,69,10,0,130,4,2,6,3,8,533,61,900,0,1,2,1,0
1,55614.0,85,504,13,131,8,0,26,1,9,4,6,7,214,81,682,0,0,1,0,1
1,59432.0,88,317,25,265,25,19,12,3,5,3,11,5,442,63,663,0,1,2,1,0
0,55563.0,22,29,1,9,2,0,2,1,2,0,3,3,85,47,43,0,1,2,1,0
1,78642.0,83,1396,0,322,46,35,17,1,4,9,4,6,434,54,1816,1,1,3,1,0
1,67911.0,63,529,0,356,63,28,0,3,6,7,11,3,38,76,976,1,1,3,1,0
0,65275.0,9,388,14,218,91,14,21,1,4,3,13,2,452,81,746,1,0,2,0,0
0,27203.0,92,13,2,21,4,0,24,2,1,1,2,8,692,75,64,1,2,4,1,0
1,48330.0,2,28,0,4,0,0,0,1,1,0,3,5,226,64,32,1,1,3,1,0
2,24279.0,6,16,36,21,20,62,108,1,4,1,3,8,547,35,263,1,0,2,0,0
1,64355.0,66,1047,0,140,67,38,153,2,4,3,12,8,674,40,1445,1,1,3,1,0
1,50943.0,49,31,0,7,2,0,6,1,1,0,3,5,373,69,46,1,1,3,1,0
0,53653.0,29,815,10,239,28,10,108,2,10,4,12,6,599,72,1210,0,0,1,0,0
0,65665.0,77,225,162,387,106,36,29,1,5,10,8,3,209,49,945,1,1,3,1,0
0,81217.0,77,493,70,324,146,40,84,1,3,7,11,1,345,36,1157,0,0,1,0,0
0,34935.0,71,34,4,66,3,10,20,1,2,1,4,7,373,33,137,1,0,2,0,0
0,61250.0,49,382,138,65,60,26,59,6,5,2,12,5,560,66,730,0,1,2,1,0
1,39665.0,97,127,1,56,0,1,31,3,4,2,3,7,400,44,216,1,1,3,1,1
0,60152.0,6,325,83,300,86,58,91,1,6,4,12,3,458,46,943,0,1,2,1,0
0,48920.0,93,238,17,68,8,10,6,3,6,2,5,7,252,61,347,1,2,4,1,1
1,89120.0,78,1168,92,408,72,129,55,1,5,6,7,1,104,66,1924,1,0,2,0,1
1,44124.0,62,284,0,55,0,6,52,4,6,2,5,8,414,79,397,1,1,3,1,0
1,81169.0,47,1288,20,613,80,61,27,1,5,7,9,2,441,50,2089,0,0,1,0,0
0,36443.0,9,65,0,46,4,3,20,4,3,1,3,8,511,64,138,1,2,4,1,0
0,26095.0,77,11,7,9,3,1,11,1,1,0,3,7,364,35,42,0,1,2,1,0
0,71367.0,24,227,23,389,42,21,75,1,4,5,7,2,310,66,777,1,0,2,0,0
1,80184.0,19,1035,134,670,25,38,0,1,6,3,10,3,120,81,1902,1,0,2,0,2
0,30630.0,67,27,1,12,2,0,10,2,2,0,3,7,153,60,52,0,2,3,1,0
1,73454.0,95,982,73,351,56,14,175,1,2,4,6,5,120,38,1651,0,0,1,0,1
0,42691.0,48,179,2,64,38,17,58,1,5,1,6,5,317,34,358,1,0,2,0,0
0,70503.0,73,1379,33,216,0,33,66,1,2,4,9,6,637,72,1727,1,0,2,0,2
0,25545.0,35,32,1,64,16,12,85,3,2,2,3,6,659,38,210,1,1,3,1,0
0,32880.0,76,8,4,15,7,6,2,1,1,0,3,8,572,39,42,1,1,3,1,0
1,77863.0,20,881,38,319,16,25,12,1,4,5,10,2,214,67,1291,1,0,2,0,0
1,50353.0,72,141,15,153,67,31,35,1,4,4,6,3,21,48,442,1,0,2,0,0
0,61839.0,20,1000,155,379,224,17,120,1,4,8,4,8,686,61,1895,0,0,1,0,0
1,49154.0,69,206,10,67,30,27,71,6,4,1,8,6,238,65,411,1,2,4,1,0
2,47682.0,80,162,61,83,97,57,61,4,4,3,8,5,499,50,521,0,1,2,1,0
0,72679.0,65,619,54,260,127,54,54,1,4,7,5,1,284,56,1168,0,1,2,1,0
1,57954.0,52,456,4,24,0,0,9,7,8,2,6,7,11,48,493,1,2,4,1,1
0,65316.0,65,112,6,92,3,9,38,2,3,2,5,4,431,63,260,1,2,4,1,0
0,28567.0,57,11,3,22,2,2,6,2,2,0,3,6,377,43,46,0,1,2,1,0
1,47352.0,70,172,12,112,8,0,15,4,6,1,5,7,444,74,319,1,1,3,1,0
0,44931.0,0,78,0,11,0,0,7,1,2,1,3,5,162,58,96,1,1,3,1,0
0,76982.0,19,464,151,292,65,60,30,1,8,3,4,4,134,58,1062,0,0,1,0,1
2,57247.0,50,99,4,32,37,54,6,2,2,1,7,2,325,73,232,1,1,3,1,0
1,22944.0,67,19,3,19,4,5,26,3,3,0,3,7,188,44,76,0,1,2,1,0
2,25315.0,46,1,9,8,11,3,22,3,3,0,3,8,234,48,54,1,1,3,1,0
0,43638.0,37,63,10,83,7,19,19,2,4,1,4,7,692,56,201,0,1,2,1,0
1,42710.0,38,252,3,42,4,3,102,2,4,5,3,6,578,41,406,0,1,2,1,0
1,84169.0,9,1478,19,403,0,19,0,1,7,6,6,3,326,43,1919,1,0,2,0,2
0,54058.0,56,198,18,252,32,108,54,2,4,6,8,3,390,49,662,1,1,3,1,0
2,24683.0,98,8,4,10,6,7,6,2,2,0,4,5,113,35,41,1,1,3,1,0
0,85620.0,68,416,46,925,60,107,46,1,3,6,4,1,173,61,1600,0,0,1,0,0
0,47850.0,72,42,7,43,20,12,10,1,3,0,4,6,208,45,134,1,1,3,1,0
0,19514.0,47,14,3,21,2,1,28,4,3,1,2,8,154,57,69,1,2,4,1,1
1,27159.0,33,17,0,3,0,0,1,2,1,0,3,6,92,52,21,1,2,4,1,0
2,39548.0,87,15,4,10,3,4,18,2,1,1,3,3,90,62,54,0,2,3,1,0
0,21474.0,0,6,16,24,11,0,34,2,3,1,2,7,82,36,91,0,1,2,1,1
1,60504.0,73,458,0,24,6,4,34,2,6,2,8,6,142,54,526,0,1,2,1,0
0,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,437,62,162,1,0,2,0,0
1,81698.0,4,179,28,520,111,123,47,1,3,8,13,1,235,76,1008,1,0,2,0,0
0,43462.0,50,90,17,97,15,6,15,6,4,1,5,8,655,73,240,1,2,4,1,0
1,54880.0,57,308,85,137,102,45,118,2,6,2,11,5,485,47,795,0,1,2,1,0
0,79908.0,30,557,129,761,29,185,111,1,5,6,7,2,450,43,1772,1,0,2,0,1
2,15315.0,27,7,4,13,15,8,17,2,2,0,4,5,330,55,64,1,0,2,0,0
0,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,403,66,1957,1,1,3,1,4
0,33039.0,4,30,8,12,8,8,12,1,2,0,4,5,293,47,78,1,1,3,1,0
0,81741.0,75,249,153,940,58,134,38,0,6,6,7,2,378,45,1572,0,0,1,0,0
1,71499.0,12,465,25,132,136,0,37,2,8,3,13,4,369,54,795,1,1,3,1,0
2,62466.0,13,129,129,259,168,121,83,5,6,3,12,4,165,55,889,1,1,3,1,0
1,48799.0,9,174,18,81,28,6,24,3,3,2,7,3,236,62,331,0,1,2,1,0
1,52157.0,48,189,2,29,3,2,40,2,3,2,5,4,22,75,265,1,1,3,1,0
0,66565.0,80,747,10,161,65,40,42,4,4,2,9,8,571,63,1065,0,1,2,1,0
1,29298.0,60,6,0,2,2,0,1,1,1,0,2,5,295,74,11,1,2,4,1,0
0,47691.0,43,14,0,3,0,0,4,1,1,0,2,6,359,46,21,0,1,2,1,0
0,38200.0,19,12,0,4,0,0,1,1,1,0,2,7,569,55,17,1,2,4,1,0
0,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,655,51,369,1,1,3,1,0
1,38443.0,58,32,0,5,0,0,1,2,1,0,3,7,153,57,38,1,2,4,1,0
2,38593.0,42,51,12,49,17,24,24,3,4,1,3,8,289,47,177,0,1,2,1,0
1,64413.0,27,200,5,44,0,10,20,1,5,1,5,5,332,55,279,1,1,3,1,0
1,36959.0,56,25,6,25,6,0,0,2,2,0,3,8,270,44,62,1,1,3,1,0
1,61996.0,27,1050,12,144,0,0,24,3,6,4,8,5,514,48,1230,1,1,3,1,3
0,51287.0,10,117,0,22,13,0,30,3,4,1,3,7,89,57,182,1,2,4,1,0
0,13260.0,48,9,4,17,10,2,7,4,3,0,3,8,310,55,49,1,2,4,1,0
1,47472.0,39,56,0,11,0,0,8,2,2,0,4,5,286,59,75,1,2,4,1,0
1,54603.0,85,145,13,46,17,2,4,6,4,2,4,7,355,69,227,1,2,4,1,0
1,45207.0,64,203,0,10,0,0,2,5,3,1,6,6,596,51,215,1,2,4,1,1
0,40689.0,69,270,3,27,39,6,99,7,7,1,5,8,468,74,444,1,1,3,1,0
2,47821.0,54,9,0,16,6,6,10,1,1,0,3,8,252,58,47,1,2,4,1,0
1,27450.0,57,37,12,23,8,11,52,1,2,1,3,7,440,74,143,1,0,2,0,0
0,39453.0,64,46,0,7,0,0,2,2,2,0,3,6,87,42,55,1,1,3,1,0
2,26850.0,10,31,1,13,7,2,9,4,2,1,4,4,72,54,63,1,2,4,1,0
0,79800.0,65,1060,21,530,32,0,224,1,5,11,5,3,644,70,1867,0,0,1,0,3
1,61794.0,74,264,47,188,54,47,11,2,4,4,10,2,288,64,611,1,1,3,1,0
0,53863.0,4,399,4,30,6,4,30,3,7,1,7,7,43,70,473,1,1,3,1,1
0,24221.0,94,8,9,9,2,5,22,1,1,1,3,4,313,66,55,1,0,2,0,0
1,39684.0,41,19,0,35,6,4,17,2,2,1,2,7,625,41,81,0,1,2,1,0
1,92163.0,25,817,183,797,106,163,20,0,5,11,5,2,564,50,2086,1,0,2,0,2
1,69882.0,94,292,127,635,132,127,165,1,3,7,9,1,231,60,1478,0,0,1,0,0
0,33178.0,9,12,6,2,11,2,16,1,1,0,3,4,150,48,49,1,1,3,1,0
1,59973.0,47,130,30,168,20,34,0,1,3,4,7,1,291,53,382,1,0,2,0,0
1,17459.0,12,6,4,16,3,10,30,3,3,1,2,7,283,50,69,1,1,3,1,0
0,23910.0,80,16,12,18,7,1,13,1,2,0,3,7,611,56,67,0,1,2,1,0
1,42169.0,20,19,0,9,0,0,2,2,1,0,3,8,253,56,30,1,2,4,1,0
2,26224.0,39,4,7,15,13,9,15,3,2,1,3,6,390,47,63,1,1,3,1,0
